"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy przyznano mandat"
20;;;"Bogdan Jerzy CHMIELECKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"inżynier elektryk";"Zaborów";"143204";"gm. Leszno";"członek partii politycznej: Konfederacja Korony Polskiej";"";;;;
20;;;"Dominika Małgorzata CHOROSIŃSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"aktorka";"Konstancin-Jeziorna";"141802";"gm. Konstancin-Jeziorna";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Jacek Ryszard CZARNOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"dyrektor generalny";"Otwock";"141702";"m. Otwock";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
20;;;"Anita CZERWIŃSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"prawnik";"Wyględy";"143204";"gm. Leszno";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Radosław Kamil DEC";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"menadżer";"Marki";"143402";"m. Marki";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Ewelina DEGOWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"wyższy urzędnik samorządowy";"Duchnice";"143206";"gm. Ożarów Mazowiecki";"nie należy do partii politycznej";"";;;;
20;;;"Krzysztof DOBRZYNIECKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"urzędnik";"Radzymin";"143409";"gm. Radzymin";"nie należy do partii politycznej";"";;;;
20;;;"Katarzyna DZIUBIEL";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"technik żywienia i usług gastronomicznych";"Ostrówek";"143305";"gm. Łochów";"członek partii politycznej: Nowa Lewica";"";;;;
20;;;"Beata Katarzyna DĄBROWSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"zarządca nieruchomości";"Kobyłka";"143401";"m. Kobyłka";"nie należy do partii politycznej";"";;;;
20;;;"Urszula GABRIEL";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"nauczyciel edukacji wczesnoszkolnej";"Ostrołęka";"146101";"m. Ostrołęka";"nie należy do partii politycznej";"";;;;
20;;;"Kinga Magdalena GAJEWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"politolog";"Błonie";"143201";"gm. Błonie";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
20;;;"Bartosz Konrad GAWKOWSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"urzędnik do spraw licencji";"Radzymin";"143409";"gm. Radzymin";"członek partii politycznej: Nowa Lewica";"";;;;
20;;;"Maria Izabela GAŁECKA-WOLSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"diagnosta laboratoryjny";"Milanówek";"140501";"m. Milanówek";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Jan Stanisław GRABIEC";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"parlamentarzysta";"Legionowo";"140801";"m. Legionowo";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
20;;;"Arkadiusz GRABOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"dyrektor handlowy";"Kobyłka";"143401";"m. Kobyłka";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
20;;;"Leszek Stanisław GRUSZECKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"lekarz specjalista chirurgii ogólnej";"Radonie";"140504";"gm. Grodzisk Mazowiecki";"nie należy do partii politycznej";"";;;;
20;;;"Anna Maria GWIZDALSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"przedsiębiorca";"Wieliszew";"140805";"gm. Wieliszew";"nie należy do partii politycznej";"";;;;
20;;;"Jan Filip HARASYMOWICZ";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"inżynier budownictwa - budownictwo ogólne";"Legionowo";"140801";"m. Legionowo";"członek partii politycznej: Lewica Razem";"";;;;
20;;;"Arkadiusz IWANIAK";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"ekonomista";"Płock";"146201";"m. Płock";"członek partii politycznej: Nowa Lewica";"";;;;
20;;;"Agata JACHOWICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"windykator";"Julianów";"141804";"gm. Piaseczno";"nie należy do partii politycznej";"";;;;
20;;;"Wioletta Marta JACHOWICZ-WRÓBLEWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"ekonomista";"Józefów";"141701";"m. Józefów";"członek partii politycznej: Nowa Nadzieja";"";;;;
20;;;"Iwona Dorota JACKOWICZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"doradca finansowy";"Magdalenka";"141803";"gm. Lesznowola";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
20;;;"Monika Dorota JANCZARA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"samorządowiec";"Kobyłka";"143401";"m. Kobyłka";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Monika JANKOWSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"inżynier architekt";"Turów";"143412";"gm. Wołomin";"nie należy do partii politycznej";"";;;;
20;;;"Marta Agnieszka JARCZOK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"grafik komputerowy dtp";"Wrocław";"026401";"m. Wrocław";"nie należy do partii politycznej";"";;;;
20;;;"Piotr JĄDRZYK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"organizator imprez rozrywkowych";"Piastów";"142101";"m. Piastów";"nie należy do partii politycznej";"";;;;
20;;;"Ewa Anna KACPROWICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"główny księgowy";"Konstancin-Jeziorna";"141802";"gm. Konstancin-Jeziorna";"nie należy do partii politycznej";"";;;;
20;;;"Dariusz KACPRZAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"wyższy urzędnik samorządowy";"Warszawa";"146503";"Białołęka";"nie należy do partii politycznej";"";;;;
20;;;"Edyta Teresa KALATA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"pedagog";"Ząbki";"143403";"m. Ząbki";"nie należy do partii politycznej";"";;;;
20;;;"Dariusz KALINOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"fryzjer";"Zielonka";"143404";"m. Zielonka";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
20;;;"Piotr KANDYBA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"wyższy urzędnik samorządowy";"Piaseczno";"141804";"gm. Piaseczno";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
20;;;"Krzysztof Adam KAPUSTA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"przedstawiciel władzy samorządowej";"Nowy Dwór Mazowiecki";"141401";"m. Nowy Dwór Mazowiecki";"nie należy do partii politycznej";"";;;;
20;;;"Agata KAPUŚCIŃSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"ekonomista";"Marki";"143402";"m. Marki";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
20;;;"Paweł Stanisław KARBOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"technik technologii żywności";"Piaseczno";"141804";"gm. Piaseczno";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
20;;;"Adam Andrzej KAZBIERUK";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"kierownik działu hotelu";"Kosów";"141803";"gm. Lesznowola";"członek partii politycznej: Nowa Lewica";"";;;;
20;;;"Mirosław Tadeusz KAZNOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"dyrektor marketingu";"Adamowizna";"140504";"gm. Grodzisk Mazowiecki";"członek partii politycznej: Zieloni";"";;;;
20;;;"Bogdan Kazimierz KIEŁBASIŃSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"politolog";"Legionowo";"140801";"m. Legionowo";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
20;;;"Janusz Ryszard KORWIN-MIKKE";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"publicysta";"Otwock";"141702";"m. Otwock";"członek partii politycznej: Nowa Nadzieja";"";;;;
20;;;"Wojciech KOSSAKOWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"inżynier elektronik";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Nowa Nadzieja";"";;;;
20;;;"Krystyna KOT";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"filolog polski";"Zielonka";"143404";"m. Zielonka";"nie należy do partii politycznej";"";;;;
20;;;"Jakub Aleksander KOTOWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"kierownik projektu";"Legionowo";"140801";"m. Legionowo";"członek partii politycznej: Konfederacja Korony Polskiej";"";;;;
20;;;"Ireneusz Tomasz KOZERA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Tłuste";"140504";"gm. Grodzisk Mazowiecki";"członek partii politycznej: Konfederacja Korony Polskiej";"";;;;
20;;;"Liliana KOZIELSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"przedstawiciel handlowy";"Lesznowola";"141803";"gm. Lesznowola";"członek partii politycznej: Nowa Lewica";"";;;;
20;;;"Patrycja KUCHARSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"biotechnolog";"Stara Iwiczna";"141803";"gm. Lesznowola";"członek partii politycznej: Lewica Razem";"";;;;
20;;;"Maria Bogusława KUNECKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"księgowy";"Grodzisk Mazowiecki";"140504";"gm. Grodzisk Mazowiecki";"nie należy do partii politycznej";"";;;;
20;;;"Marcin Józef KUŚMIERCZYK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"kierowca samochodu dostawczego";"Warszawa";"146517";"Włochy";"członek partii politycznej: Konfederacja Korony Polskiej";"";;;;
20;;;"Wiktor KUŹNIA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"technik spedytor";"Józefów";"141701";"m. Józefów";"nie należy do partii politycznej";"";;;;
20;;;"Lidia Anna KWIATKOWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"nauczyciel przedszkola";"Karczew";"141704";"gm. Karczew";"nie należy do partii politycznej";"";;;;
20;;;"Wojciech KWIATKOWSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"chemik";"Dziecinów";"141707";"gm. Sobienie-Jeziory";"nie należy do partii politycznej";"";;;;
20;;;"Monika Joanna KWIEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"nauczyciel";"Otwock";"141702";"m. Otwock";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Maciej Grzegorz LASEK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"inżynier mechanik";"Stefanowo";"141803";"gm. Lesznowola";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
20;;;"Robert Andrzej LICHOCKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"prawnik";"Nowa Wola";"141803";"gm. Lesznowola";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Adam Piotr LUTOSTAŃSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"nauczyciel";"Warszawa";"146518";"Wola";"członek partii politycznej: Ruch Narodowy";"";;;;
20;;;"Julia MALCZYK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"fizjoterapeuta";"Dziechciniec";"141708";"gm. Wiązowna";"nie należy do partii politycznej";"";;;;
20;;;"Piotr Jan MARCZYŃSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"lekarz";"Opypy";"140504";"gm. Grodzisk Mazowiecki";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
20;;;"Michał MARGIELSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"inżynier kształtowania środowiska";"Otwock";"141702";"m. Otwock";"nie należy do partii politycznej";"";;;;
20;;;"Tomasz MAZAN";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"technik handlowiec";"Kobyłka";"143401";"m. Kobyłka";"nie należy do partii politycznej";"";;;;
20;;;"Roksana Wioletta MAŁYSIAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"kosmetolog";"Czeczotki";"141402";"gm. Czosnów";"nie należy do partii politycznej";"";;;;
20;;;"Arkadiusz Franciszek MICHALAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"oficer sił zbrojnych";"Józefosław";"141804";"gm. Piaseczno";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
20;;;"Kamil MICHALSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"geodeta";"Wołomin";"143412";"gm. Wołomin";"członek partii politycznej: Nowa Lewica";"";;;;
20;;;"Konrad MICHALSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"informatyk";"Legionowo";"140801";"m. Legionowo";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Magdalena Ewa MIKA-KOSIOR";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"architekt";"Nowa Iwiczna";"141803";"gm. Lesznowola";"nie należy do partii politycznej";"";;;;
20;;;"Krzysztof MOGILSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"muzyk";"Piaseczno";"141804";"gm. Piaseczno";"członek partii politycznej: Ruch Narodowy";"";;;;
20;;;"Wojciech Tomasz MOSZCZYŃSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"dyrektor finansowy";"Owczarnia";"142103";"gm. Brwinów";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
20;;;"Renata Maria NIEWITECKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"specjalista do spraw kluczowych klientów";"Warszawa";"146518";"Wola";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
20;;;"Michał NIEZNAŃSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"aststent parlamentarny";"Warszawa";"146503";"Białołęka";"członek partii politycznej: Konfederacja Wolność i Niepodległość";"";;;;
20;;;"Emilia OLEKSIAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"dyrektor szkoły";"Tłuszcz";"143411";"gm. Tłuszcz";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
20;;;"Dariusz OLSZEWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"dyrektor ds. administracyjnych";"Karczew";"141704";"gm. Karczew";"członek partii politycznej: Suwerenna Polska";"";;;;
20;;;"Wojciech Jerzy OŁDAKOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"historyk";"Głosków";"141804";"gm. Piaseczno";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Robert Stanisław PASKUDZKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Paskudy";"061507";"gm. Ulan-Majorat";"członek partii politycznej: Konfederacja Korony Polskiej";"";;;;
20;;;"Marcin PAWLAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"wyższy urzędnik samorządowy";"Piaseczno";"141804";"gm. Piaseczno";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
20;;;"Robert PERKOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"ekonomista";"Ząbki";"143403";"m. Ząbki";"nie należy do partii politycznej";"";;;;
20;;;"Agnieszka Beata PETELICKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"ekonomista";"Warszawa";"146505";"Mokotów";"nie należy do partii politycznej";"";;;;
20;;;"Firuza PIECHUCKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"dyrektor generalny";"Warszawa";"146514";"Wawer";"członek partii politycznej: Nowa Lewica";"";;;;
20;;;"Michał Paweł PIETRZAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"technik elektronik";"Komorów";"142104";"gm. Michałowice";"nie należy do partii politycznej";"";;;;
20;;;"Elżbieta Alina PISKORZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"lekarz medycyny";"Kobyłka";"143401";"m. Kobyłka";"nie należy do partii politycznej";"";;;;
20;;;"Tobiasz PISZCZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"specjalista do spraw sprzedaży";"Warszawa";"146511";"Targówek";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
20;;;"Artur POZOREK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"wyższy urzędnik samorządowy";"Jabłonna";"140802";"gm. Jabłonna";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
20;;;"Michał Feliks PRÓSZYŃSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"politolog";"Warszawa";"146518";"Wola";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Marek Jan PÓŁTURZYCKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"nauczyciel akademicki";"Chotomów";"140802";"gm. Jabłonna";"nie należy do partii politycznej";"";;;;
20;;;"Andrzej Marek RADZIKOWSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"koordynator sprzedaży";"Kiścienne";"141402";"gm. Czosnów";"nie należy do partii politycznej";"";;;;
20;;;"Magdalena Grażyna ROGOZIŃSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"prawnik";"Zamienie";"141803";"gm. Lesznowola";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
20;;;"Andrzej Tadeusz ROZENEK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"dziennikarz";"Warszawa";"146507";"Praga-Południe";"nie należy do partii politycznej";"";;;;
20;;;"Anna Krystyna RUDZKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"historyk";"Łomianki";"143205";"gm. Łomianki";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Aleksandra Agnieszka RUTKOWSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"menedżer produktu";"Zakręt";"141708";"gm. Wiązowna";"nie należy do partii politycznej";"";;;;
20;;;"Ewa Barbara SAWICKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"kulturoznawca";"Legionowo";"140801";"m. Legionowo";"członek partii politycznej: Lewica Razem";"";;;;
20;;;"Emil Krzysztof SAWICKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"instruktor sportu";"Rybie";"142106";"gm. Raszyn";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
20;;;"Paweł SIEKIERKO";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"przedstawiciel medyczny";"Piastów";"142101";"m. Piastów";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
20;;;"Rafał SIERADZKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"ekonomista";"Dawidy Bankowe";"142106";"gm. Raszyn";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
20;;;"Katarzyna SIKORA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"zarządca nieruchomości";"Warszawa";"146502";"Bemowo";"nie należy do partii politycznej";"";;;;
20;;;"Zdzisław Tadeusz SIPIERA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"urzędnik państwowy";"Pruszków";"142102";"m. Pruszków";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Hanna SKRZYPCZAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"wyższy urzędnik samorządowy";"Stare Załubice";"143409";"gm. Radzymin";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Adam Andrzej SKWARSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"trener sportu";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Ruch Narodowy";"";;;;
20;;;"Dorota Janina STALIŃSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"aktorka";"Milanówek";"140501";"m. Milanówek";"nie należy do partii politycznej";"";;;;
20;;;"Sławomir STAROSTA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"technik ekonomista";"Rybie";"142106";"gm. Raszyn";"nie należy do partii politycznej";"";;;;
20;;;"Błażej STECKO";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"nauczyciel";"Kampinos";"143203";"gm. Kampinos";"nie należy do partii politycznej";"";;;;
20;;;"Mateusz Kamil STEFANKOWSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"sprzedawca";"Słupno";"143409";"gm. Radzymin";"członek partii politycznej: Lewica Razem";"";;;;
20;;;"Łukasz SZAMBURSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"agent ubezpieczeniowy";"Pruszków";"142102";"m. Pruszków";"członek partii politycznej: Lewica Razem";"";;;;
20;;;"Mikołaj SZCZEPANOWSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"urzędnik";"Marki";"143402";"m. Marki";"nie należy do partii politycznej";"";;;;
20;;;"Anna Agnieszka SZCZĘŚNIAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"asystent prawny";"Józefosław";"141804";"gm. Piaseczno";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
20;;;"Dorota Anna SZMAL";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"sprzedawca";"Warszawa";"146509";"Rembertów";"członek partii politycznej: Ruch Narodowy";"";;;;
20;;;"Marcin SZOST";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"kontroler finansowy";"Zgorzała";"141803";"gm. Lesznowola";"członek partii politycznej: Lewica Razem";"";;;;
20;;;"Miłosz Artur SZUBA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"zarządca nieruchomości";"Otwock";"141702";"m. Otwock";"członek partii politycznej: Ruch Narodowy";"";;;;
20;;;"Agnieszka Anna SZYBIAK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"redaktor";"Warszawa";"146514";"Wawer";"członek partii politycznej: Lewica Razem";"";;;;
